Device_ID,Timestamp,Temp_C,Humidity_pct,Temp_breach_flag,Temp_consec_count,Humidity_breach_flag,Distance_from_route_m,Distance_breach_flag,Distance_consec_count,Accel_x_g,Accel_y_g,Accel_z_g,Accel_mag_g,Shock_flag,Tamper_switch_flag,Anomaly_Label,Anomaly_Type,CVSS,EPSS,DVD,Lat,Lon,aux_sensor_1,aux_sensor_2,aux_sensor_3,aux_sensor_4,aux_sensor_5,aux_sensor_6,aux_sensor_7,aux_sensor_8,aux_sensor_9,aux_sensor_10,aux_sensor_11,aux_sensor_12,aux_sensor_13,aux_sensor_14,aux_sensor_15,aux_sensor_16,aux_sensor_17,aux_sensor_18,aux_sensor_19,aux_sensor_20,aux_sensor_21,aux_sensor_22,aux_sensor_23,aux_sensor_24,aux_sensor_25,aux_sensor_26,aux_sensor_27,aux_sensor_28,aux_sensor_29,aux_sensor_30,aux_sensor_31,aux_sensor_32,aux_sensor_33,aux_sensor_34,aux_sensor_35,aux_sensor_36,aux_sensor_37
D001,2025-08-03 22:34:00,5.26,55.23,0,0,0,14.65,0,0,0.03,-0.029,1.214,0.21802981447499328,0,0,0,None,4.89,0.0839,17,12.974219,77.593121,-1.5868,0.1161,0.4752,0.4425,-1.1428,-1.1158,-1.3133,0.711,1.4507,0.362,1.0474,-0.772,-0.4205,-0.6272,-1.0681,1.0391,-1.6759,0.8865,2.2694,-0.9592,1.9326,-0.7531,-1.403,1.16,1.1334,0.4844,1.1661,-0.119,-1.2784,-0.0027,0.2358,1.1585,-0.6648,0.5076,-2.8524,0.0513,-1.2005
D001,2025-08-03 22:39:00,5.47,56.07,0,0,0,26.17,0,0,-0.107,-0.03,0.898,0.1508409758653132,0,0,0,None,5.08,0.0852,15,12.966626,77.595403,1.4767,0.2128,1.8266,-0.1233,0.4854,-1.2478,1.8934,-1.9384,-0.432,0.581,-0.2731,-0.0216,0.7602,0.2828,1.3835,-0.7586,0.3374,1.5657,2.8531,0.387,0.1838,0.1155,1.3313,-0.8686,-0.8528,-1.2339,0.0364,1.5054,0.4635,-0.5357,1.4048,-0.0519,0.039,0.1316,1.0496,-1.7877,-1.212
D001,2025-08-03 22:44:00,6.26,39.66,0,0,0,17.55,0,0,0.088,-0.211,1.242,0.33290989772008883,0,0,0,None,4.54,0.0528,17,12.970046,77.595231,0.474,0.8869,-0.6113,-0.9422,2.6416,1.4971,-1.4067,-1.6748,-0.5399,-0.4707,-0.2367,-0.4361,-0.3025,0.4658,-0.1605,-0.1379,0.4436,-0.8733,-1.0794,-1.1742,0.9526,1.6514,-0.4117,-1.521,-0.3882,0.8624,1.1203,0.2967,-0.3868,1.753,-0.0928,0.5153,-0.1952,-1.4812,0.6525,-2.0319,-0.8149
D001,2025-08-03 22:48:00,4.84,43.9,0,0,0,10.23,0,0,0.175,-0.014,0.77,0.2893458138629277,0,0,0,None,4.67,0.1337,15,12.973829,77.597265,-0.0058,-0.2525,-0.6357,0.2547,-1.3931,-0.0302,-0.2253,0.637,-1.8627,-0.6865,0.8233,-0.8139,-0.7747,-0.4928,0.8407,0.8867,-1.7945,1.8426,1.0707,-0.4872,1.3552,0.593,-0.2085,0.5763,-1.5341,1.8487,0.768,0.1292,0.0474,0.9497,-0.4345,0.3102,-0.5237,-0.7288,-0.4062,-0.1166,0.6139
D001,2025-08-03 22:53:00,6.96,34.81,0,0,0,12.19,0,0,-0.085,0.326,0.796,0.39384895581935975,0,0,0,None,4.81,0.0795,16,12.975363,77.59098,-1.7354,-1.2945,-0.6881,0.0335,0.569,-0.3149,-0.5717,-1.2292,1.4192,0.762,0.3727,-0.1416,-0.5625,-0.4423,0.4706,-0.384,0.9087,1.4547,2.3816,0.2337,1.3066,0.2018,-1.1193,-0.0432,0.0341,1.0252,1.2464,-0.0458,0.4556,-0.7781,-1.1932,-0.1672,0.4764,-0.2734,-0.5128,-0.6682,1.3972
D001,2025-08-03 22:58:00,6.25,44.34,0,0,0,23.21,0,0,-0.18,0.141,0.652,0.4163952449296221,0,0,0,None,5.18,0.0443,15,12.968027,77.594072,0.0729,1.7672,-1.0504,-0.8853,0.3944,0.5959,-0.3042,0.1258,-0.1357,0.1714,-0.7252,-0.787,-0.072,-0.948,-0.9514,1.2485,-0.6971,0.5445,-1.4344,0.785,-2.1684,-0.9541,0.4452,0.5259,2.0558,-1.1122,1.5795,-1.5848,-0.74,0.2753,0.6643,-0.1576,0.5592,-0.0434,-1.5155,-1.0936,-0.5536
D001,2025-08-03 23:03:00,4.38,48.17,0,0,0,7.49,0,0,0.275,0.255,0.703,0.47839209859695636,0,0,0,None,5.2,0.0539,16,12.968538,77.592113,-1.1729,-0.3771,1.3181,1.7209,-0.5943,-1.1453,0.1652,-0.3116,1.6727,-0.5669,-0.7857,0.7501,-1.1765,0.666,-1.0547,0.1642,-1.1593,-0.0994,1.4221,0.7271,0.9892,-0.8286,0.3183,0.2133,-0.1809,1.5706,0.5106,-1.4027,1.4276,0.5976,-0.999,1.3293,-0.0461,0.6393,-1.0696,-0.8046,2.8112
D001,2025-08-03 23:07:00,4.26,48.53,0,0,0,14.96,0,0,0.1,-0.006,0.963,0.10679419459877022,0,0,0,None,4.9,0.0519,17,12.970826,77.59328,-1.529,1.1537,-1.2326,-0.0958,1.542,0.4421,-0.9775,0.0416,1.8768,0.6825,3.1717,-0.581,0.891,-0.963,-0.0475,-0.7744,-1.8928,0.3528,1.0248,-0.1603,-0.5322,2.4583,-0.9757,0.6823,-0.2842,0.8288,0.036,-0.2563,-1.3856,-1.5641,0.9931,-0.1807,1.7316,-0.0836,0.018,0.1979,1.9738
D001,2025-08-03 23:11:00,4.96,89.3,0,0,1,13.83,0,0,0.101,-0.104,0.338,0.6776879813011294,0,0,1,Loss_of_storage,4.93,0.0804,16,12.973945,77.5921,-0.6262,1.0139,-1.673,1.0578,0.2998,-1.219,0.4051,-1.491,-1.4614,-0.4683,0.8192,-0.504,-0.6458,-0.0905,0.2006,0.2709,-0.9015,-1.3328,-0.0815,0.6586,-0.5625,-0.7782,1.066,2.0179,-1.6729,-2.2991,0.2852,-1.3516,1.0965,-0.4357,0.3041,0.6112,-0.2509,-0.7708,-0.4249,-1.1496,-2.8334
D001,2025-08-03 23:15:00,4.77,48.86,0,0,0,13.0,0,0,-0.099,0.246,0.988,0.26544490953868377,0,0,0,None,4.76,0.0716,17,12.975139,77.597638,1.9146,-0.042,-0.182,-0.7813,-1.6707,0.0503,-1.0988,0.5748,-0.2965,-0.2834,0.7644,-1.5843,-0.0172,-0.1014,-0.1306,-0.925,1.2087,0.449,-1.855,1.8986,-0.9248,-0.965,0.6129,-1.0714,0.6159,-1.0664,-0.7127,0.6574,-1.4804,0.2133,0.1887,1.3401,-2.3316,-1.7086,-0.2631,-0.2086,-0.4062
D001,2025-08-03 23:20:00,4.53,42.06,0,0,0,11.54,0,0,-0.212,-0.063,0.962,0.2244036541591959,0,0,0,None,4.91,0.0664,15,12.971319,77.597914,-1.0031,1.9012,-0.9486,0.3546,-0.5082,0.0163,1.8089,1.0889,-1.1745,0.6043,-1.5426,-0.057,-1.5504,0.4831,-0.6517,0.3693,-0.7665,-0.9379,0.4197,-0.6194,0.5975,-0.8469,0.881,-0.9606,-0.1948,-0.9595,1.4465,-0.9096,-0.7838,-1.7174,-0.4183,0.2091,-0.4892,-2.0683,-0.0949,1.8815,1.0031
D001,2025-08-03 23:25:00,3.5,51.11,0,0,0,15.16,0,0,-0.122,0.327,0.936,0.3548365821050586,0,0,0,None,5.01,0.0829,17,12.971612,77.5936,0.7803,-1.8965,2.1151,0.6543,-1.8335,-0.3942,-1.9902,1.7258,-0.0408,0.2589,0.3327,-2.7467,-0.3264,-1.1152,1.2672,-0.5134,-1.5178,0.0037,-0.7836,0.2837,-2.3333,-0.3228,1.6349,-0.0689,0.3497,0.7193,0.421,-0.1448,0.7143,-2.3647,-1.1517,-0.7442,-0.2642,-1.2834,0.3862,1.2496,-1.1661
D001,2025-08-03 23:30:00,4.58,52.12,0,0,0,23.42,0,0,0.235,0.037,1.384,0.4517189391646092,0,0,0,None,4.53,0.056,16,12.968978,77.592934,-0.7331,-0.528,1.2639,-0.7319,0.7378,-0.1182,1.0445,-0.1738,1.0546,0.3949,0.5042,0.0935,-1.3422,1.4494,0.9969,-1.196,-1.2707,-0.8022,-0.3585,0.3512,-1.0262,-0.319,0.9303,1.2493,-0.1294,0.2095,0.5559,-0.6599,0.168,1.9832,0.277,0.0526,0.8919,-1.0718,-0.0556,-0.4281,1.0571
D001,2025-08-03 23:34:00,4.3,30.64,0,0,0,20.59,0,0,-0.154,0.017,1.103,0.18604838080456385,0,0,0,None,5.06,0.094,16,12.97149,77.59171,-0.1961,-1.5355,-1.6462,-1.5598,0.1636,1.3036,1.7961,0.8163,1.4746,-0.853,-0.2382,-0.4817,1.377,0.8797,0.2204,1.9364,-1.3863,1.9633,0.4255,0.8046,-0.8032,-0.5758,-0.3755,-1.2797,0.0967,-0.2263,0.8429,2.7759,-1.102,0.4155,1.7848,-0.3987,1.5708,-1.198,-0.4965,1.2232,-0.247
D001,2025-08-03 23:39:00,3.89,44.41,0,0,0,14.25,0,0,-0.155,0.189,1.62,0.6664427957446911,0,0,0,None,4.74,0.0538,15,12.973488,77.594729,-0.2484,-0.0712,0.1324,-0.8552,0.521,1.22,0.6134,0.4365,1.2478,1.522,-0.4576,-0.4968,0.2741,0.5298,0.7344,-2.6152,-0.128,2.0527,0.7964,0.1606,-0.5301,0.4397,0.5646,0.7453,-0.3204,0.6152,-1.0486,1.4841,-0.0702,0.5368,-0.8106,0.1142,0.6273,-0.0609,-0.8013,-0.8315,0.8943
D001,2025-08-03 23:43:00,2.92,41.18,0,0,0,17.65,0,0,0.043,-0.163,1.247,0.2990434751001935,0,0,0,None,4.98,0.0596,17,12.970718,77.593409,-0.5048,-0.3196,-1.266,0.6377,-1.5568,-0.1349,1.1387,-1.2348,1.1997,0.6458,0.325,-0.4667,2.1214,-0.4565,-1.096,-1.5627,-0.1429,-0.4173,-1.0538,-0.9988,0.3821,-1.6423,2.5164,0.6461,-1.122,-0.9717,1.2698,-0.011,-1.1599,0.1212,0.0377,1.1689,0.6575,0.0287,-1.0759,-0.5335,0.75
D001,2025-08-03 23:47:00,5.84,29.81,0,0,0,15.18,0,0,-0.265,-0.19,1.136,0.35330015567502937,0,0,0,None,5.19,0.0515,15,12.974218,77.595894,1.4824,0.7543,-0.8601,1.1951,1.289,-0.3573,0.1145,-0.8474,-0.5681,-0.7198,-1.579,0.7668,0.7879,0.8581,1.554,2.3959,-0.2609,0.6009,0.2534,0.2532,-1.003,2.6959,-1.8601,1.5853,-0.7653,-0.2251,-1.5699,0.5103,-1.159,1.3212,0.1193,0.7217,0.9627,-1.4505,-0.0471,1.7904,-0.0534
D001,2025-08-03 23:52:00,5.85,34.35,0,0,0,17.81,0,0,0.176,-0.071,1.053,0.19704314248407628,0,0,0,None,5.05,0.0858,16,12.971731,77.593746,-1.1613,-0.155,-0.1568,-0.1589,-0.3699,-0.5528,0.499,0.706,-2.934,-1.0264,0.198,0.4296,-0.5003,-1.5871,0.7242,1.0377,-0.6405,-1.8753,0.8826,-0.302,1.6604,-3.3443,0.3694,1.6788,-0.7893,0.7521,-0.8856,-0.0608,2.4501,-1.2689,0.6851,0.3108,-0.4365,-0.692,0.0636,-0.3596,1.2722
D001,2025-08-03 23:57:00,5.3,43.96,0,0,0,8.66,0,0,-0.004,0.108,1.393,0.4075892540291022,0,0,0,None,4.79,0.0657,17,12.972138,77.590089,-0.6289,-0.5555,-0.6051,1.0553,-1.9786,1.9491,0.6968,-0.4453,-1.3216,0.221,0.3374,0.3241,-0.8604,1.0994,-1.5952,-1.0064,0.8847,0.5793,-0.791,-0.4265,-0.0667,1.291,0.3662,-1.7872,0.5248,1.1036,0.9876,-2.2469,0.2693,-1.0539,0.351,-0.9903,0.0125,-0.9613,-0.8706,0.1376,0.1957
D001,2025-08-04 00:02:00,5.06,49.69,0,0,0,16.61,0,0,-0.116,-0.523,1.504,0.7355277017216959,0,0,0,None,4.89,0.0814,15,12.971311,77.592173,-0.032,-0.9322,-0.17,0.4135,-0.2155,0.1982,-1.0281,-1.3199,0.1478,0.7066,-0.5973,-2.1492,-0.5465,0.5416,-1.8813,-0.0814,0.4216,-0.0989,-0.0661,-0.7061,0.0146,-1.0073,-0.1532,-0.8078,1.4134,-0.4686,0.7277,0.8158,-0.5211,-0.645,0.5477,2.1218,0.6594,1.4034,-0.662,0.2827,0.3149
D001,2025-08-04 00:07:00,5.65,46.79,0,0,0,25.7,0,0,-0.085,0.393,1.276,0.4876986774638619,0,0,0,None,4.95,0.0804,17,12.974541,77.591485,-0.1028,0.0368,0.5194,-2.7121,0.1736,1.459,-0.5642,-0.6124,-0.8247,0.7528,0.6299,1.1369,0.4683,-1.3662,0.797,2.295,1.9879,-0.7967,1.4616,-1.552,1.0546,1.0825,-0.797,0.4123,-0.123,-0.6316,-0.7617,0.7469,1.2958,-0.4805,0.4793,-0.7359,-0.4162,0.1768,-0.6677,-0.4795,0.6029
D001,2025-08-04 00:12:00,5.28,54.6,0,0,0,11.93,0,0,-0.321,-0.162,0.748,0.4390774419165713,0,0,0,None,5.08,0.0773,16,12.972371,77.595188,-0.2657,0.3595,0.9945,0.9561,-1.3186,-0.8147,0.401,0.1133,1.0531,-0.5254,0.5638,-1.4901,-0.3736,1.8727,1.6658,0.8409,1.2957,-1.4856,1.2779,-0.7745,-1.4074,0.9492,-0.4713,-0.2658,0.7875,0.0405,0.3467,-1.2394,-0.0659,1.9641,1.0984,-0.6514,-1.0561,0.3829,0.3219,-0.428,0.1805
D001,2025-08-04 00:16:00,6.06,55.2,0,0,0,8.76,0,0,0.283,-0.126,0.547,0.5487932215324821,0,0,0,None,5.06,0.0861,17,12.974101,77.593506,-0.5486,-0.6352,-0.7506,0.0422,-0.7767,-0.9586,0.7851,1.1073,0.7822,-0.0743,-0.4864,-0.2164,0.795,-0.2366,1.4001,-1.7996,-1.6514,0.4574,-0.2973,-1.4556,0.5753,0.6175,-0.4434,-1.1103,1.5212,1.4375,0.3396,-0.0497,-1.074,1.2423,0.1482,0.3568,1.8931,0.3231,0.3248,0.1195,-1.169
D001,2025-08-04 00:21:00,4.69,56.1,0,0,0,7.28,0,0,-0.013,0.039,1.142,0.14783098457360005,0,0,0,None,4.79,0.0414,17,12.972574,77.594681,-1.0014,1.0929,2.8716,-0.5911,0.3756,-0.7347,0.1162,-0.0892,-0.655,0.3811,1.1757,0.0796,0.3028,1.5024,2.3432,-0.8478,-1.0176,0.8658,-0.5143,1.1802,0.5077,-0.1348,0.3669,-0.1126,-0.7809,-0.8116,1.2518,0.295,0.3527,-0.0988,-0.0486,0.1075,-1.3403,0.7008,-0.2007,0.4731,0.6096
D001,2025-08-04 00:26:00,4.67,53.32,0,0,0,15.75,0,0,-0.036,0.028,1.514,0.5160193794810424,0,0,0,None,4.89,0.0457,17,12.972632,77.596467,2.0294,-0.3249,0.4677,-1.2417,2.1971,-1.5036,-0.0969,2.0617,1.5194,0.9951,0.8608,-0.7333,0.3448,-0.6022,0.9,0.5126,-0.027,0.3031,-0.1565,0.7909,0.0304,1.7223,-1.4234,-2.3288,0.781,0.7195,1.1142,-0.1331,-0.2747,-0.256,-0.2004,1.9053,-0.3193,0.0714,-0.2476,0.7446,0.3271
D001,2025-08-04 00:31:00,4.5,34.06,0,0,0,9.72,0,0,-0.194,0.043,0.687,0.3707478927789071,0,0,0,None,4.95,0.1111,16,12.973339,77.595021,1.1665,-0.4316,-2.808,0.8796,0.2076,-0.2597,0.0688,-0.6847,2.1799,-1.1195,-0.0736,-1.1106,1.8415,-0.7374,1.2553,0.7237,0.3743,-0.603,-0.8646,-0.879,-0.1189,0.1027,-0.301,1.2832,-1.4937,0.1423,1.9765,-0.0447,-0.7567,1.7638,-0.391,0.951,2.1955,0.081,-0.2703,-0.3558,-0.0225
D001,2025-08-04 00:36:00,5.15,42.65,0,0,0,12.07,0,0,-0.0,-0.054,1.207,0.21392755783208492,0,0,0,None,4.76,0.0998,15,12.970587,77.595325,0.0633,0.1458,2.0504,-0.4326,1.9547,0.8769,3.3549,0.6195,0.4411,-0.1532,-1.8852,0.7713,0.5092,-0.7486,-0.2396,-0.3288,0.7834,-0.3679,-0.5459,0.2185,0.4259,0.5978,1.0592,-0.9373,-0.1795,-0.3338,-0.6328,-0.9518,-0.2527,2.2967,0.6708,0.4558,-1.5902,-0.8916,-0.3685,-1.2708,0.9987
D001,2025-08-04 00:41:00,3.77,42.53,0,0,0,14.66,0,0,0.049,0.186,1.413,0.4555941176090842,0,0,0,None,4.86,0.0656,16,12.971292,77.591814,-0.2591,0.7958,-1.7545,2.3127,0.1,-1.815,0.6437,-0.3874,-1.1309,1.4243,-0.8243,0.9603,-1.6224,-1.7921,-0.5397,-0.8289,-1.3681,0.1125,-0.9814,0.9994,1.7136,-1.385,0.5647,-1.3242,1.4224,0.8664,0.8326,-1.3706,-0.6675,0.8982,0.8187,0.6463,-0.6313,0.8856,-0.2751,-0.8261,1.6811
D001,2025-08-04 00:46:00,4.15,38.86,0,0,0,15.01,0,0,-0.385,0.101,1.042,0.40023742953402053,0,0,0,None,4.92,0.0501,15,12.972535,77.595441,-0.6596,-0.1926,0.8739,-1.1786,1.5363,-0.8598,0.4947,-1.9038,0.5254,0.3196,0.0105,-1.1428,0.0363,0.7808,-0.8744,0.3235,-0.01,-1.1833,-1.4933,-0.0994,1.172,0.4303,0.5029,0.6907,0.5766,1.2238,-1.9537,2.624,-1.4675,-0.6627,1.0577,-0.2833,-0.172,0.4956,-0.4185,2.2544,1.3268
D001,2025-08-04 00:50:00,5.64,47.33,0,0,0,1017.96,1,1,0.067,-0.113,0.846,0.20242035470772204,0,0,0,None,5.08,0.0932,17,12.971265,77.593842,0.7347,-0.3141,0.6542,-0.4939,-0.9825,-0.4028,-0.7367,0.0571,-1.1831,0.1527,-0.0303,-1.0972,1.648,-2.4649,-1.2392,-0.2728,0.3805,-0.4858,-0.2913,-0.0169,-0.3201,1.2522,0.0528,0.5039,-0.7013,-0.837,1.6357,0.7352,-0.9733,1.5355,-0.4007,0.1659,-2.9914,-0.2484,0.7298,-0.0128,1.2411
D001,2025-08-04 00:54:00,5.46,39.74,0,0,0,371.76,1,2,0.22,0.287,0.461,0.6490685634045142,0,0,0,None,4.88,0.091,16,12.971289,77.590022,-0.5428,0.0228,0.9441,0.303,-0.6427,-1.7359,-0.0069,-0.0176,-1.2361,-0.5549,2.0195,0.277,-0.6277,-0.7273,-0.3343,-0.9835,0.15,-0.0725,-0.7198,0.7809,0.1526,0.3559,0.925,-0.512,-0.1147,1.4896,1.5743,-0.7565,-1.4762,-0.9068,0.1546,-0.63,-0.0884,-0.1942,0.7587,-0.2088,-0.7708
D001,2025-08-04 00:59:00,4.52,47.41,0,0,0,499.68,1,3,-0.261,-0.13,0.447,0.6251639784888441,0,0,0,None,4.63,0.0764,15,12.971085,77.592759,0.7674,0.4158,1.5289,2.4989,2.1244,-0.7969,-0.5097,-0.0907,-0.8217,-1.7092,0.691,-0.9295,-0.6538,0.0029,1.1504,-2.2379,0.2269,0.4516,1.4223,-1.8726,0.6361,0.9087,0.7103,0.7767,-0.3257,-0.3941,-1.4404,-0.183,0.8628,0.1442,-1.3921,-0.0887,1.1284,-0.5029,0.1436,-0.8791,-1.1811
D001,2025-08-04 01:04:00,3.9,34.49,0,0,0,567.65,1,4,-0.02,0.272,1.041,0.2757988397365007,0,0,0,None,5.32,0.0874,16,12.971648,77.590458,2.1437,-0.0007,0.5152,-0.4695,0.8585,1.6012,-1.0152,0.9807,-0.2763,0.8307,0.0196,0.1739,0.2931,1.1646,0.145,-0.5118,-0.5785,1.5819,0.2871,0.9064,0.4917,1.0026,0.3078,1.1779,1.0206,1.1234,-0.7668,-0.6836,0.0895,-1.4601,0.4285,0.3755,-0.1968,1.0725,-0.477,0.7731,-1.1743
D001,2025-08-04 01:08:00,3.4,45.46,0,0,0,498.79,1,5,-0.296,-0.151,0.776,0.4007405644553593,0,0,1,Geofence,4.91,0.0566,17,12.972253,77.594597,-0.9429,0.2581,0.6255,0.8623,1.3534,1.4018,-0.987,-0.4554,-0.1306,1.5481,0.0321,-0.5719,-0.1925,-0.222,0.4483,-0.3988,-1.1958,0.305,0.3154,1.0742,0.28,-0.4118,-0.429,-2.183,0.2683,1.6832,-0.091,-1.0354,-0.4965,-0.9109,0.7146,0.4477,0.0182,2.4327,-0.2632,-0.2024,-1.7419
